author,comment,commentsCount,pageUrl,replyCount,title,type,voteCount,clean_comment,classification,themes,sentiment,LLM Emotions (parsed),LLM Emotions Confidence,text,language
@aishaazhar,Transgender sex overload is irritating. Indians please have a break...,1572,https://www.youtube.com/watch?v=_lpxWzvII5k,0,Made in Heaven Season 2 - Official Trailer | Prime Video India,comment,1,transgender sex overload is irritating. indians please have a break...,"{
  ""themes"": [""Gender Norms & Dynamics"", ""Body & Beauty Standards""],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Body & Beauty Standards",Negative,"Contempt, Disgust",Medium,transgender sex overload is irritating. indians please have a break...,English
@MangaldhammGulale,Kadak Jay bhim,2,https://www.youtube.com/watch?v=5vuD_Y-K7aA,0,Buddhist Wedding || Made In Heaven Season 2 || Wedding Scene  || Jay Bhim  Namo Buddhay |#shorts,comment,0,kadak jay bhim,"{
  ""themes"": [""Caste / Intersectional""],
  ""sentiment"": ""Positive""
}",Caste / Intersectional,Positive,Pride,High,kadak jay bhim,English
@feelgoodspace,Shivani raghuwanshi,3,https://www.youtube.com/watch?v=h8qlC4CsjtU,0, Sobhita Dhulipala & Shivangi Rastogi Kiss and Tell at Made In Heaven Season 2 Trailer Launch ,comment,1,shivani raghuwanshi,"```json
{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}
```",,Neutral,No emotion,High,shivani raghuwanshi,English
@ashokwatika,Even shobhita must hv done it,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,14,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,comment,67,even shobhita must hv done it,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,Contempt,High,even shobhita must hv done it,English
@goldsteps2053,Privileged people talking about the issues they have never faced!! Irony!!,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,1,privileged people talking about the issues they have never faced!! irony!!,"{
  ""themes"": [""Caste / Intersectional""],
  ""sentiment"": ""Negative""
}",Caste / Intersectional,Negative,"Contempt, Disgust",Medium,privileged people talking about the issues they have never faced!! irony!!,English
@anjum_2303,Sobhita must have got this done too :/,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,comment,0,sobhita must have got this done too :/,"{
  ""themes"": [""Body & Beauty Standards""],
  ""sentiment"": ""Negative""
}",Body & Beauty Standards,Negative,"Contempt, Disgust",Medium,sobhita must have got this done too :/,English
@shivamsoni5847-g5w,Pura apaharan series ke sequel ki tarah hug diye ,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,comment,0,pura apaharan series ke sequel ki tarah hug diye,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,Contempt,High,pura apaharan series ke sequel ki tarah hug diye,English
@sreetamadutt,That Modern Love Delhi bit though! :D So apt!,275,https://www.youtube.com/watch?v=eWte05Lq-q8,0,Made In Heaven Season 2 REVIEW | Sucharita Tyagi | Zoya Akhtar | Amazon Prime Video,comment,5,that modern love delhi bit though! :d so apt!,"{
  ""themes"": [],
  ""sentiment"": ""Positive""
}",,Positive,Pride,High,that modern love delhi bit though! :d so apt!,English
@haggerd5986,​ @sophiaf4466  she used a very casteist slur in her instagram live,106,https://www.youtube.com/watch?v=OrhUkKFsvqY,0,MADE IN HEAVEN Season 2 - Official Trailer REACTION!,reply,0,​ @sophiaf4466 she used a very casteist slur in her instagram live,"{
  ""themes"": [""Caste / Intersectional""],
  ""sentiment"": ""Negative""
}",Caste / Intersectional,Negative,"Contempt, Disgust",Medium,​ @sophiaf4466 she used a very casteist slur in her instagram live,English
@shilpaa43736,SHOBHITA❤❤❤❤❤,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,comment,42,shobhita❤❤❤❤❤,"```json
{
  ""themes"": [],
  ""sentiment"": ""Positive""
}
```",,Positive,No emotion,High,shobhita❤❤❤❤❤,English
@AKAsk2611,Is it Punjabi series? ,359,https://www.youtube.com/watch?v=pytCSxxDvM8,2,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,comment,2,is it punjabi series?,"{
  ""themes"": [""India Local Culture""],
  ""sentiment"": ""Neutral""
}",India Local Culture,Neutral,No emotion,High,is it punjabi series?,English
@siddharthdhulipala24," @nikitamohan3390  girl I hear you, I'm on your side. why you using all caps ",275,https://www.youtube.com/watch?v=eWte05Lq-q8,0,Made In Heaven Season 2 REVIEW | Sucharita Tyagi | Zoya Akhtar | Amazon Prime Video,reply,1,"@nikitamohan3390 girl i hear you, i'm on your side. why you using all caps","{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,No emotion,Medium,"@nikitamohan3390 girl i hear you, i'm on your side. why you using all caps",English
@ahmedali-ou6ol,Elnaaz beauty goddess,1,https://www.youtube.com/watch?v=l4lLzQYCmCM,0,"Made In Heaven Season 2 | PREIMERE | Sobhita Dhulipala,Arjun Mathur,Shivani,Kalki,Dia,Shabana,Elnaaz",comment,1,elnaaz beauty goddess,"{
  ""themes"": [""Body & Beauty Standards""],
  ""sentiment"": ""Positive""
}",Body & Beauty Standards,Positive,Pride,High,elnaaz beauty goddess,English
@PokhrajRoy.,I’ve never seen a Buddhist wedding in Indian media and I look forward to it.,106,https://www.youtube.com/watch?v=OrhUkKFsvqY,2,MADE IN HEAVEN Season 2 - Official Trailer REACTION!,comment,103,i’ve never seen a buddhist wedding in indian media and i look forward to it.,"{
  ""themes"": [""India Local Culture""],
  ""sentiment"": ""Positive""
}",India Local Culture,Positive,No emotion,High,i’ve never seen a buddhist wedding in indian media and i look forward to it.,English
@AryanKulkarni31,Radhika episode cringed the f outta me bro,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,1,radhika episode cringed the f outta me bro,"{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,"Disgust, Embarrassment",Medium,radhika episode cringed the f outta me bro,English
@vishakhaarya7703, @kabirsingh9028  ,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,@kabirsingh9028,"```json
{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}
```",,Neutral,No emotion,High,@kabirsingh9028,English
@user-qb6jl6hr1l,​ @deepakkhanna2322 period,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,0,​ @deepakkhanna2322 period,"```json
{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}
```",,Neutral,No emotion,High,​ @deepakkhanna2322 period,English
@aditikakkad1506,"I was really disappointed by this season. I only liked bulbul's family story throughout the season. All the other sub-plots and weddings were superficial and uninteresting. I missed Adil's acting, he wasn't given much screen time this season. There was no character development for leads this season. Tara and Karan worsened as human beings in this season which was a disappointment",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,"i was really disappointed by this season. i only liked bulbul's family story throughout the season. all the other sub-plots and weddings were superficial and uninteresting. i missed adil's acting, he wasn't given much screen time this season. there was no character development for leads this season. tara and karan worsened as human beings in this season which was a disappointment","```json
{
  ""themes"": [],
  ""sentiment"": ""Negative""
}
```",,Negative,"Disgust, Sadness",Medium,"i was really disappointed by this season. i only liked bulbul's family story throughout the season. all the other sub-plots and weddings were superficial and uninteresting. i missed adil's acting, he wasn't given much screen time this season. there was no character development for leads this season. tara and karan worsened as human beings in this season which was a disappointment",English
@pritishalenka1472,​ @ibrahimm2012 but hindus r minority in the world stage n we want protection n want our voices to be heard,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,6,​ @ibrahimm2012 but hindus r minority in the world stage n we want protection n want our voices to be heard,"{
  ""themes"": [""India Local Culture"", ""Caste / Intersectional""],
  ""sentiment"": ""Neutral""
}","India Local Culture,Caste / Intersectional",Neutral,"Anger, Pride",Medium,​ @ibrahimm2012 but hindus r minority in the world stage n we want protection n want our voices to be heard,English
@manisshthakur621,​ @mohdaz3590 Can you provide any credible statistical data source to prove your claims that every second person is going through these stuff.,22,https://www.youtube.com/watch?v=hZQP6lprcYE,0,Made In Heaven Season 2 Explained In Hindi | Made In Heaven Season 2 All Episodes Explained In Hindi,reply,0,​ @mohdaz3590 can you provide any credible statistical data source to prove your claims that every second person is going through these stuff.,"```json
{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}
```",,Neutral,Contempt,High,​ @mohdaz3590 can you provide any credible statistical data source to prove your claims that every second person is going through these stuff.,English
@Sonii812,​ @H8chcgctxx  well said kam karne bhi chahiye paise bhi chahiye in logo ko,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,1,​ @h8chcgctxx well said kam karne bhi chahiye paise bhi chahiye in logo ko,"{
  ""themes"": [""Economic Empowerment""],
  ""sentiment"": ""Positive""
}",Economic Empowerment,Positive,Contempt,High,​ @h8chcgctxx well said kam karne bhi chahiye paise bhi chahiye in logo ko,English
@AgnivaRoyChowdhury,Look at Shobhita. ❤,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,comment,0,look at shobhita. ❤,"```json
{
  ""themes"": [],
  ""sentiment"": ""Positive""
}
```",,Positive,Compassion,High,look at shobhita. ❤,English
@himanshu01123,"They just went bat shit crazy woke in the new season. A kid saying - ""Papa says you can marry any gender"" or Nawab calling Karan's dead mom a bitch on his face. This is not liberal this is crazy stupid and immoral.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,"they just went bat shit crazy woke in the new season. a kid saying - ""papa says you can marry any gender"" or nawab calling karan's dead mom a bitch on his face. this is not liberal this is crazy stupid and immoral.","{
  ""themes"": [""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}",Gender Norms & Dynamics,Negative,"Anger, Disgust",Medium,"they just went bat shit crazy woke in the new season. a kid saying - ""papa says you can marry any gender"" or nawab calling karan's dead mom a bitch on his face. this is not liberal this is crazy stupid and immoral.",English
@spilltea4241,Usually Dalit Buddhist wedding doesn't hv any priests,106,https://www.youtube.com/watch?v=OrhUkKFsvqY,0,MADE IN HEAVEN Season 2 - Official Trailer REACTION!,reply,1,usually dalit buddhist wedding doesn't hv any priests,"{
  ""themes"": [""Caste / Intersectional""],
  ""sentiment"": ""Neutral""
}",Caste / Intersectional,Neutral,No emotion,High,usually dalit buddhist wedding doesn't hv any priests,English
@prateeksingh3182,"I sometimes feel that Ananya Pandey has become the Twinkle khanna of this generation. 
By that I mean she is just 1 mela away from away from marrying a superstar and quiting the industry.",243,https://www.youtube.com/watch?v=6rfvN5Az6R8,5,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,35,i sometimes feel that ananya pandey has become the twinkle khanna of this generation. by that i mean she is just 1 mela away from away from marrying a superstar and quiting the industry.,"{
  ""themes"": [""Gender Norms & Dynamics"", ""Body & Beauty Standards""],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Body & Beauty Standards",Negative,"Contempt, Disgust",Medium,i sometimes feel that ananya pandey has become the twinkle khanna of this generation. by that i mean she is just 1 mela away from away from marrying a superstar and quiting the industry.,English
@India_first-k6n,I had never seen a Buddhist wedding before and I didn’t even know their marriage was different. I loved everything about this season except Karan gambling habit and that camera man n girl story.,275,https://www.youtube.com/watch?v=eWte05Lq-q8,0,Made In Heaven Season 2 REVIEW | Sucharita Tyagi | Zoya Akhtar | Amazon Prime Video,reply,0,i had never seen a buddhist wedding before and i didn’t even know their marriage was different. i loved everything about this season except karan gambling habit and that camera man n girl story.,"{
  ""themes"": [""India Local Culture""],
  ""sentiment"": ""Positive""
}",India Local Culture,Positive,Disgust,High,i had never seen a buddhist wedding before and i didn’t even know their marriage was different. i loved everything about this season except karan gambling habit and that camera man n girl story.,English
@aryanmistry11,​@@rajattyagi8963an average woke living in delusion sounds exactly like that.,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,2,​@@rajattyagi8963an average woke living in delusion sounds exactly like that.,"{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,Contempt,High,​@@rajattyagi8963an average woke living in delusion sounds exactly like that.,English
